#key	synopsis
Bonk III - Bonk's Big Adventure (USA)	Bonk is back! And he's bigger and better than ever! Use your head (literally) to traverse 6 wild locations- including a forest grove, an antartic ice prison and more! Chomp on blue miracle candy to grow to gigantic proportions and break right through large obstacles. Chomp red candy to shrink to microscopic size and slip right under narrow cracks to discover secret items! Catch the magic flower in each stage to be transported to a bonus round- where you can score more points and earn bonus men! On your way, you will defeat menacing bosses that include acrobatic dinosaur, a sneaky squid and other! Are you ready to save the world, little cave dude!?
Brandish (Japan)	Once there was a prosperous kingdom, which was protected by a tower, where a mighty dragon was living. The people of the kingdom were secure with such a guardian. But one man wanted the dragon's power for something else, and this man was the king. He went to the tower and tried to kill the dragon, in order to rob his power. But the dragon's fury turned the king into a horrible creature, a demon, and his evil essence made his entire kingdom sink deep under the earth. Many years have passed, and now you take control of a traveler named Varik (Ares in the Japanese version). A young woman accuses him of killing her teacher, and in a desperate fight they both fall underground, to where the lost kingdom was buried. You must guide Varik through underground mazes and help him to escape the wrath of his adversary and the demonic inhabitants of the lost kingdom. The game is an action RPG, a dungeon crawler with plenty of creatures to defeat and many weapons, armor, and other treasure to collect. You can also use magic spells. The camera rotates automatically according to your movements. You also have the ability to jump forwards.
Browning (Japan)	A mysterious organization has constructed an artificial island in the Atlantic ocean, naming it &quot;Sea Square&quot;. Afterwards, they began producing giant combat robots, evidently prepared to build an entire army and become the most dominant military power on the Earth. It's time to stop them! The young hero, piloting a giant combat robot of his own, is sent to Sea Square precisely for that reason... Browning is a side-scrolling shooter. The player controls the giant robot, equipped with a single gun (with unlimited ammunition), and must fight waves of enemies (mostly of a robotic kind), and eventually the stage boss. Short cut scenes appear between the stages. The player-controlled robot has the ability to hover in the air (the player has to repeatedly press a button to make the robot keep the height). The hit points of the robot depend on the condition of its shield. When the robot stands still, shield energy recharges slowly. Complete loss of shield energy makes the robot so vulnerable that the next hit destroys it. The player is given unlimited continues, but must return to the beginning of the stage each time the robot is destroyed.
BuilderLand - The Story of Melba (Japan)	Another western game converted to the PC Engine by Micro World, Builderland has a concept similar to the infamous Lemmings, and requires equally sharp forethought and reactions. The aim is to escort your little buddy across the vast playing area without him getting stuck, burned up, eaten by sheep etc. To do this, you can pick up and move various items that are scattered around the landscape, such as blocks to fill in gaps or create handy slopes, bombs to destroy areas of the map and so on. All this time your red headed friend is moving forward with alarming rapidity towards his doom. Thankfully, you can freeze the action to give yourself some breathing space to juggle things around, but this is limited to a timer which counts down slowly at the top of the screen.
Burai - Yatsudama no Yuushi Densetsu (Japan)	Before the eight heroes unite for their ultimate journey, you play their introductory stories. You travel on the world map, visiting towns and dungeons on your way. The combat is turn-based, viewed from first person perspective. Enemies appear randomly. Each hero has his/her own unique techniques to use in battles. The story and general gameplay of Burai: Hachigyoku no Y?shi Densetsu is similar to those of the original Burai: J?kan for computers; however, the console versions were developed from scratch and therefore differ greatly from the computer ones, having new cutscenes, dialogues, battle interface, etc. Perhaps the most important difference gameplay-wise is the linear nature of chapters. In the computer versions, the player can choose to start as any of the eight selectable heroes; in the console versions, the player has to start with Gonza and Maimai.
Burai II - Yami Koutei no Gyakushuu (Japan)	In this direct sequel to Burai, you control once again the eight heroes - all coming from a different race, culture, and place. Among them is a fearless fighter of the reptile nation, a human sorceress, brother and sister from a tribe of intelligent dog-like creatures, a silver dragon god, and others. You play the personal stories of the heroes as well as their unified struggle. You move the characters on the top-down world map, visiting towns and dungeons, and fighting randomly appearing enemies in turn-based combat viewed from first person perspective.
Buster Bros. (USA)	Your goal is to destroy the balloons which bounce around the playfield. To accomplish this, you can shoot hooks which travel upwards, and blow up any balloon they touch. Depending on their size, they either split on two smaller ones, or evaporate if they're at their minimum size. Apart from balloons, some levels also have barriers that have to be destroyed with your hooks, since they often block your access to balloons. There are also some barriers which cannot ever be destroyed. Your character has the ability to climb ladders, but cannot jump.
CAL II (Japan)	You are Wataru Ishibashi, a high-school student in modern Japan. Up until recently you led a normal life, enjoying the relationship with your lovely girlfriend Mika. But short before the graduation ceremony, you had a strange vision that you first believe to be a dream. But when you are contacted by Venus, the goddess of love, you realise Mika was abducted by Aeon, the goddess of time, and transferred into the Realm of Time. You must now travel to the legendary dream world of beautiful goddesses and bring Mika back. Cal II plays like a Japanese-style adventure game with visual novel elements. You read the text and sometimes are able to choose between various actions. In addition, there is a &quot;world map&quot; on which you navigate your character from a top-down view, visiting different locations in an order you prefer. The game features voice-overs for the dialogues.
CAL III - Kanketsu-hen (Japan)	Two years have passed since Wataru Ishibashi, an ordinary high-school student in modern-day Japan, visited the magic world of beautiful goddesses and rescued his girlfriend Mika. It seems he can now finally enjoy a peaceful time with his beloved girl. But one day, his old friend Ches, a cute cat-like fairy girl, appears in his room and summons him to the world of gods. It appears that Venus, the goddess of love, is in trouble due to the unforeseen events that have led to the outbreak of the Trojan war. Wataru is about to begin another adventure in the world of gods and ancient cultures. Cal III is a Japanese-style adventure with visual novel characteristics. The player interacts with characters and is given several dialogue options or actions to choose from. There is no other interaction with the environment, and the progress is strictly linear. Most choices are optional, and only a few lead to Game Over. The computer versions of the game contain a few scenes with nudity, but overall the sexual content is by far milder than in the predecessors.
Camp California (USA)	Camp California is the second and last game based on the short-lived multimedia property of the same name, featuring a group of anthropomorphic animals who are the official mascots of surf rock group The Beach Boys. In the game, the gnarly surfer dudes of the Camp California crew find that their favorite beach has been sold to a villain called the Big Cheese who plans to build a nuclear power plant in the area. The gang's plan: hold a benefit concert to raise enough money to buy back the beach. Unfortunately, the Big Cheese gets wind of the plan and sends his henchmen, the Ratz, to kidnap the crew, steal their instruments and take the tires off Woody, the gang's trusty vehicle. Luckily, Byron the bear was out surfing while this happened, and it now falls to him to rescue his friends and get back the tires and the instruments. The game is a side-scrolling platformer consisting of nine levels, with such areas as a beach, a junkyard, an amusement park, an army base and a mall. The levels are reached via an overview map of California that players drive along in Woody. To start the car, the tires must be found in the first level. All other levels then contain instruments or members of the crew to rescue. At the start, players can only control Byron, but once a new friend has been rescued, they can be selected to be played at the beginning of a level. All characters differ in abilities. Byron punches and kicks to defeat enemies while Lil' Bro (the star of the previous game) uses his skateboard to skid or jump on top of the bad guys. Shred can turn into a tornado, Pouch headbutts and is also the only one who can swim underwater, and Scream'r uses a boomerang and is the only one who can fly. Besides many enemies (mostly the Ratz gang, but also robotic dogs and other critters) the levels include recyclables to pick up, like soda cans and banana peels. When a level is completed, the trash is converted into fuel for Woody. If the fuel runs out on the overview map, the car can only be restarted at the loss of a life. The game features voiced cutscenes and CD-quality background music, including three Beach Boys tracks: Fun, Fun, Fun, I Get Around and Good Vibrations.
Cardangels (Japan)	The Asano family possessed a heirloom known as the Sorcerer's Trump. In the year 1984, however, it was stolen under mysterious circumstances. Seventeen years later, Sayaka, the young heiress of the Asano family, forms a group together with her friends Miki and Kyoko, and the three begin looking for the lost treasure. Heist after heist goes by unsuccessfully. Eventually, the girls organize a TV show, challenging dubious personalities to card games, hoping to find the Sorcerer's Trump in process. Cardangels is a card game in which the player takes the roles of the three friends, playing cards against young, attractive female opponents. Four types of card games are available: poker, blackjack, speed, and babanuki (a variant of old maid). A slot machine-like introduction determines which games are played against which opponents. The player can select the amount of rounds (minimum ten) needed to win a game and advance to the next opponent. The &quot;free play&quot; mode allows the player to choose the type of game actively, but the amount of available opponents is lower. There is no gambling in any of the games; points are awarded for combinations in poker and blackjack. The opponents undress after losing a game; however, they retain their underwear - there is no explicit nudity in the game.
CD Battle - Hikari no Yuushatachi (Japan)	CD Battle is a game for two players that prompts each of them to insert an audio CD into the console in order to generate a party of three characters for each player, which then engage in a turn-based battle. The characters belong to different classes (warrior, mage, ninja, etc.) and have different parameters and special attacks. Despite the game's visual similarity to contemporary Final Fantasy games, it has no true role-playing elements and consists entirely of battles.
CD Denjin - Rockabilly Tengoku (Japan)	After the success of PC Denjin, our hero leaps onto CD with a whole new game and a whole new soundtrack. Flying over the various landscapes (you get to choose which order to play the first four levels in), you come up against tidal waves, giant robots and a general array of nasty but cute bad guys as you would expect. The plants from the original PC Kid games are still here to provide such joys as extra firepower, fountains of smiley faces or the tiny-denjin which makes dodging bullets that little bit easier. Another handy little trick is that your boots also pack a punch, so backing into an enemy is more likely to dispose of them than do you any permanent damage. Part way along each of the levels you get the chance to rescue a friend who then joins with you, giving you a specific extra ability. These friends are pre-set one per level and cannot be chosen, and they allow things like rapid-sushi-fire and handy rear shots.
Chiki Chiki Boys (Japan)	This platform-based action game is set in the land of Alurea. The idyllic life of the Alurean people was shattered when the King is killed by a dragon, and a range of nasties inhabit the lands. Fortunately his twin sons have come to the rescue, and you must take control of one or the other to put the world right. The boys have differing skills - one is more skilled in sword-fighting (which you are always armed with), the other in magic (available in limited amounts on each level). You collect coins as the game goes on, and spend these in the shop on extra magic, extra lives and enhanced swords. There are 3 levels on offer - Earth, The Heavens and The Sea, and these can be tackled in any order. The first is straight platform action, the second involves jumping across clouds, and the third sees your characters swim. After those are completed, you must venture into the Monster Castle and finally slay the dragon.
Chou Aniki (Japan) (FAAT, FACT)	The odd world in this shooter made for quite the conversation piece in its day. Players control either Idaten or Benten, celestial warriors out to bring an end to the tyrannical rule of the emperor of Planet Builder, who holds muscular prowess to be the supreme virtue of the universe. Aided by able-bodied muscle-head options Adon and Samson, they must battle to defeat the emperors army across five stages. Use the buttons to fire away and lay into the Builder forces! Power up your character and options with protein from defeated enemies to have them &quot;bulk up&quot; with a yell, and take their macho battle to the next level!
Chou Eiyuu Densetsu - Dynastic Hero (Japan)	The Dynastic Hero is a slightly re-branded version of Wonder Boy in Monster World for the Turbo Duo. The game features palette-swapped visuals, new insect-themed graphics for main characters (and insects' natural predators as bosses), a Red Book audio soundtrack which is completely different from the Wonder Boy original, and anime-style cutscenes at the intro and ending. Shion was renamed Dyna and was modeled after a Hercules Beetle, and the final boss was changed to a giant lizard king. An English-language version was also produced, but both were built off of the Japanese version of Wonder Boy in Monster World. They feature the same difficulty and mechanics as the Japanese original.
Chou Jikuu Yousai Macross - Eien no Love Song (Japan)	A fairly straightforward strategy game that was similar to the Nectaris games on the platform. The story was based after the events in &quot;Macross: Do You Remember Love&quot;, featuring original characters. The appeal of the game was largely the cinematics and the Macross license, since there were no shortage of generic turn based strategy games at the time.
