#key	name	year	genre	developer	players
Toy Shop Boys (Japan) (En)	Toy Shop Boys	1990	Shoot'em Up / Vertical/Shoot'em Up	Victor Entertainment	1-2
Tricky Kick (USA)	Tricky Kick	1990	Puzzle	AlfaSystem	1
Tsuppari Oozumou - Heisei Ban (Japan)	Tsuppari Oozumou : Heisei Ban	1993	Sports / Sumo/Sports	Naxat Soft	1-2
Tsuru Teruhito no Jissen Kabushiki Bai Bai Game (Japan)	Tsuru Teruhito no Jissen Kabushiki Bai Bai Game	1989	Simulation	TOSE	1
Turrican (USA)	Turrican	1991	Platform / Shooter Scrolling/Platform	The Code Monkeys	1
TV Sports Basketball (USA)	TV Sports Basketball	1991	Sports / Basketball/Sports	Cinemaware	1-5
TV Sports Football (USA)	TV Sports Football	1990	Sports / Football (American)/Sports	Cinemaware	1-5
TV Sports Hockey (USA)	TV Sports Hockey	1991	Sports/Sports / Hockey	Cinemaware	1-5
Valkyrie no Densetsu (Japan)	Valkyrie no Densetsu	1990	Adventure	Namcot	1
Veigues - Tactical Gladiator (USA)	Veigues : Tactical Gladiator	1990	Shoot'em Up	Bits Laboratory	1
Victory Run (USA)	Victory Run	1989	Racing, Driving	Hudson Soft	1
Vigilante (USA)	Vigilante	1989	Beat'em Up	Irem Corporation	1
Volfied (Japan) (En)	Volfied	1989	Puzzle	Taito	1
W Ring - The Double Rings (Japan) (En)	W Ring : The Double Rings	1990	Shoot'em Up / Horizontal/Shoot'em Up	Flight-Plan	1
Wai Wai Mahjong - Yukai na Janyuu-tachi (Japan)	Wai Wai Mahjong : Yukai na Janyuu-tachi	1989	Mahjong/Asiatic board game	Video System	1
Wallaby!! (Japan)	Wallaby!! : Usagi no Kuni no Kangaroo Race	1990	Horse racing/Sports with animals	Tenky	1
Winning Shot (Japan)	Winning Shot	1989	Sports/Sports / Golf	Data East	1-4
Wonder Momo (Japan)	Wonder Momo	1989	Beat'em Up	Namco	1
World Circuit (Japan)	World Circuit	1991	Racing, Driving / Racing/Racing, Driving	GAME	1-2
World Class Baseball (USA)	World Class Baseball	1989	Sports/Sports / Baseball	Hudson Soft	1-2
World Court Tennis (USA)	World Court Tennis	1989	Sports/Sports / Tennis	Namco	1-4
World Jockey (Japan)	World Jockey	1991	Horse racing/Sports with animals	Namco	1-4
World Sports Competition (USA)	World Sports Competition	1993	Sports / Multisports/Sports	Hudson Soft	1-5
Xevious - Fardraut Densetsu (Japan)	Xevious : Fardraut Saga	1990	Shoot'em Up / Vertical/Shoot'em Up	Compile	1
Yo' Bro (USA)	Yo, Bro	1991	Shooter	ICOM Simulations	1-2
You-You Jinsei (Japan)	Yuu Yuu Jinsei : Victory Life	1988	Board game	Hudson Soft	1-5
Youkai Douchuuki (Japan)	Youkai Douchuuki	1988	Platform	Namco	1
Zero4 Champ (Japan)	Zero 4 Champ	1991	Racing, Driving / Racing/Racing, Driving	Salio	1
Zipang (Japan) (En)	Zipang	1990	Puzzle	Arc System Works	1
